bioentity	bioentity_name	qualifier	annotation_class	annotation_extension_json	assigned_by	taxon	evidence_type	evidence_with	panther_family	type	bioentity_isoform	reference	date	bioentity_label	taxon_label	isa_partof_closure_label	regulates_closure_label	annotation_class_label	annotation_extension_class_labelannotation_extension_class_closure_label	has_participant_closure_label	term
UniProtKB:Q92769	Histone deacetylase 2		GO:0034605		Ensembl	NCBITaxon:9606	IEA	UniProtKB:F7ENH8,ensembl:ENSRNOP00000000742	PANTHER:PTHR10625	protein	UniProtKB:Q92769	GO_REF:0000107	20250313	HDAC2	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q99469	SH3 and cysteine-rich domain-containing protein		GO:0034605		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P97306,ensembl:ENSMUSP00000035083	PANTHER:PTHR15135	protein	UniProtKB:Q99469	GO_REF:0000107	20250313	STAC	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q92185	Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase		GO:0034605		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q64687,ensembl:ENSMUSP00000032421	PANTHER:PTHR11987	protein	UniProtKB:Q92185	GO_REF:0000107	20250313	ST8SIA1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q5XXA6	Anoctamin-1		GO:0034605	"{""relationship"": {""relation"": [{""id"": ""RO:0002411""\, ""label"": ""causally upstream of""}]\, ""id"": ""GO:0005229""\, ""label"": ""intracellularly calcium-gated chloride channel activity""}},{""relationship"": {""relation"": [{""id"": ""BFO:0000066""\, ""label"": ""occurs in""}]\, ""id"": ""CL:1001451""\, ""label"": ""sensory neuron of dorsal root ganglion""}}"	UniProt	NCBITaxon:9606	ISS	UniProtKB:Q8BHY3	PANTHER:PTHR12308	protein	UniProtKB:Q5XXA6	GO_REF:0000024	20150429	ANO1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:P02778	C-X-C motif chemokine 10		GO:0034605		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P48973,ensembl:ENSRNOP00000003649	PANTHER:PTHR12015	protein	UniProtKB:P02778	GO_REF:0000107	20250313	CXCL10	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:P07948	Tyrosine-protein kinase Lyn		GO:0034605		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q07014,ensembl:ENSRNOP00000011130	PANTHER:PTHR24418	protein	UniProtKB:P07948	GO_REF:0000107	20250313	LYN	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:P07900	Heat shock protein HSP 90-alpha		GO:0034605		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P07901,ensembl:ENSMUSP00000091921	PANTHER:PTHR11528	protein	UniProtKB:P07900	GO_REF:0000107	20250313	HSP90AA1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:P07900	Heat shock protein HSP 90-alpha		GO:0034605		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000163629,MGI:MGI:96247,SGD:S000004798,WB:WBGene00000915,CGD:CAL0000201062,MGI:MGI:96250	PANTHER:PTHR11528	protein		GO_REF:0000033	20210904	HSP90AA1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:O75762	Transient receptor potential cation channel subfamily A member 1		GO:0034605		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q6RI86,ensembl:ENSRNOP00000009874	PANTHER:PTHR24123	protein	UniProtKB:O75762	GO_REF:0000107	20250313	TRPA1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:P17612	cAMP-dependent protein kinase catalytic subunit alpha		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24353	protein	UniProtKB:P17612	PMID:21085490	20161212	PRKACA	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:O14948	Transcription factor EC		GO:0034605		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9WTW4,ensembl:ENSMUSP00000031533	PANTHER:PTHR45776	protein	UniProtKB:O14948	GO_REF:0000107	20250313	TFEC	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q9NR00	Transcriptional and immune response regulator		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR32358	protein	UniProtKB:Q9NR00	PMID:17603013	20150629	TCIM	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q9UNE7	E3 ubiquitin-protein ligase CHIP		GO:0034605	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066""\, ""label"": ""occurs in""}]\, ""id"": ""CL:0010012""\, ""label"": ""cerebral cortex neuron""}}"	ARUK-UCL	NCBITaxon:9606	ISS	UniProtKB:A6HD62	PANTHER:PTHR46803	protein	UniProtKB:Q9UNE7	GO_REF:0000024	20250119	STUB1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q9UNE7	E3 ubiquitin-protein ligase CHIP		GO:0034605		Ensembl	NCBITaxon:9606	IEA	UniProtKB:A6HD62,ensembl:ENSRNOP00000026921	PANTHER:PTHR46803	protein	UniProtKB:Q9UNE7	GO_REF:0000107	20250313	STUB1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:P07996	Thrombospondin-1		GO:0034605		BHF-UCL	NCBITaxon:9606	NAS		PANTHER:PTHR10199	protein	UniProtKB:P07996	PMID:9304800	20080928	THBS1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:P21359	Neurofibromin		GO:0034605		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q04690,ensembl:ENSMUSP00000071289	PANTHER:PTHR10194	protein	UniProtKB:P21359	GO_REF:0000107	20250313	NF1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q8NER1	Transient receptor potential cation channel subfamily V member 1		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR10582	protein	UniProtKB:Q8NER1	PMID:11226139	20160720	TRPV1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:O95391	Pre-mRNA-splicing factor SLU7		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12942	protein	UniProtKB:O95391	PMID:21122810	20131127	SLU7	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:P17066	Heat shock 70 kDa protein 6	not	GO:0070370		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR19375	protein	UniProtKB:P17066	PMID:21231916	20140404	HSPA6	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,heat acclimation,cellular heat acclimation,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,heat acclimation,cellular heat acclimation,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular heat acclimation			cellular_response_to_heat
UniProtKB:P17066	Heat shock 70 kDa protein 6		GO:0034605		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR19375	protein	UniProtKB:P17066	PMID:21597468	20150121	HSPA6	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:P17066	Heat shock 70 kDa protein 6		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR19375	protein	UniProtKB:P17066	PMID:24061851	20140403	HSPA6	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q9UBN7	Protein deacetylase HDAC6		GO:0034605		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10625	protein	UniProtKB:Q9UBN7	Reactome:R-HSA-3371511	20241117	HDAC6	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q9UER7	Death domain-associated protein 6		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12766	protein	UniProtKB:Q9UER7	PMID:15016915	20161201	DAXX	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q5VY09	Immediate early response gene 5 protein		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR15895	protein	UniProtKB:Q5VY09	PMID:25816751	20170106	IER5	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:P12270	Nucleoprotein TPR		GO:0031990		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR18898	protein	UniProtKB:P12270	PMID:17897941	20130118	TPR	Homo sapiens	macromolecule biosynthetic process,biosynthetic process,RNA localization,nuclear transport,macromolecule metabolic process,nucleocytoplasmic transport,response to abiotic stimulus,response to heat,nuclear export,cellular localization,cellular response to heat,cellular response to stress,mRNA export from nucleus in response to heat stress,macromolecule localization,RNA transport,establishment of localization in cell,nucleic acid transport,mRNA transport,response to stimulus,biological_process,nitrogen compound transport,response to temperature stimulus,intracellular transport,metabolic process,response to chemical,response to nitrogen compound,transport,cellular process,response to stress,mRNA export from nucleus,establishment of RNA localization,localization,RNA export from nucleus,establishment of localization,cellular response to stimulus,gene expression,nucleobase-containing compound transport	cell,macromolecule biosynthetic process,biosynthetic process,cellular_component,RNA localization,anatomical entity,nuclear transport,material anatomical entity,macromolecule metabolic process,nucleocytoplasmic transport,response to abiotic stimulus,response to heat,nuclear export,cellular localization,connected anatomical structure,cellular response to heat,anatomical entity,cellular response to stress,mRNA export from nucleus in response to heat stress,macromolecule localization,RNA transport,establishment of localization in cell,nucleic acid transport,mRNA transport,response to stimulus,biological_process,nitrogen compound transport,response to temperature stimulus,biological entity,intracellular transport,metabolic process,response to chemical,response to nitrogen compound,cellular anatomical structure,transport,cellular process,response to stress,intracellular anatomical structure,anatomical structure,mRNA export from nucleus,establishment of RNA localization,localization,RNA export from nucleus,establishment of localization,material anatomical entity,cellular response to stimulus,gene expression,nucleobase-containing compound transport	mRNA export from nucleus in response to heat stress			cellular_response_to_heat
UniProtKB:P12270	Nucleoprotein TPR		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR18898	protein	UniProtKB:P12270	PMID:17897941	20130118	TPR	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:O75340	Programmed cell death protein 6		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR46212	protein	UniProtKB:O75340	PMID:21122810	20131127	PDCD6	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:O95817	BAG family molecular chaperone regulator 3		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12329	protein	UniProtKB:O95817	PMID:26159920	20161130	BAG3	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q9H078	Mitochondrial disaggregase		GO:0034605		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11638	protein	UniProtKB:Q9H078	PMID:2745427	20081219	CLPB	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q9H078	Mitochondrial disaggregase		GO:0034605		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000181243,SGD:S000003949,UniProtKB:Q9H078,CGD:CAL0000200274,dictyBase:DDB_G0291314,SGD:S000002666,PomBase:SPBC16D10.08c,UniProtKB:Q6F2Y7	PANTHER:PTHR11638	protein		GO_REF:0000033	20250411	CLPB	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular response to heat			cellular_response_to_heat
UniProtKB:Q16576	Histone-binding protein RBBP7		GO:0070370		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR22850	protein	UniProtKB:Q16576	PMID:7503932	20091207	RBBP7	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,heat acclimation,cellular heat acclimation,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,heat acclimation,cellular heat acclimation,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular heat acclimation			cellular_response_to_heat
UniProtKB:O75506	Heat shock factor-binding protein 1		GO:0070370		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000454531,TAIR:locus:1005716315	PANTHER:PTHR19424	protein		GO_REF:0000033	20170509	HSBP1	Homo sapiens	biological_process,response to heat,response to abiotic stimulus,heat acclimation,cellular heat acclimation,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	biological_process,response to heat,response to abiotic stimulus,heat acclimation,cellular heat acclimation,cellular response to heat,response to temperature stimulus,cellular response to stimulus,cellular response to stress,response to stress,cellular process,response to stimulus	cellular heat acclimation			cellular_response_to_heat
